transaction_id,timestamp,store_id,customer_type,basket_type,items
162,2024-05-11 19:55:33,12,casual_reader,mixed,book|notebook|pen
163,2024-02-03 10:27:20,1,student,gift,novel|bookmark|gift_wrap
164,2024-09-13 08:41:18,10,office_worker,books,book|bookmark
165,2024-05-22 09:10:47,5,casual_reader,gift,novel|bookmark|gift_wrap
166,2024-09-18 11:33:03,5,student,mixed,book|notebook|pen
167,2024-06-17 03:47:21,8,student,stationery,notebook|pen|highlighter
168,2024-04-25 11:27:03,6,student,office,planner|pen
169,2024-05-09 12:50:35,5,student,gift,novel|bookmark|gift_wrap
170,2024-02-05 13:48:22,7,office_worker,books,book|bookmark
171,2024-02-08 09:45:40,5,student,study_set,textbook|notebook|highlighter
172,2024-10-08 09:40:07,3,casual_reader,school,pencil|eraser|notebook|bookmark
173,2024-09-24 04:03:17,11,casual_reader,reading,novel|book
174,2024-01-28 10:09:26,2,student,journaling,diary|pen
175,2024-01-19 03:26:13,2,student,office,planner|pen|eraser
176,2024-02-27 02:23:29,11,student,mixed,book|notebook|pen|sticky_notes
177,2024-09-16 07:19:14,10,student,school,pencil|eraser|notebook
178,2024-09-27 23:57:05,9,student,study_set,textbook|notebook|highlighter
179,2024-11-21 04:49:27,8,office_worker,stationery,notebook|pen|highlighter
180,2024-02-29 21:07:01,6,office_worker,reading,novel|book|highlighter
181,2024-05-28 19:44:18,4,office_worker,reading,novel|book
182,2024-10-19 21:18:27,1,student,school,pencil|eraser|notebook
183,2024-08-20 08:02:52,1,casual_reader,books,book|bookmark
184,2024-03-22 08:12:20,9,office_worker,journaling,diary|pen
185,2024-06-22 10:47:09,2,office_worker,mixed,book|notebook|pen
186,2024-01-19 23:36:13,3,casual_reader,office,planner|pen
187,2024-02-14 16:38:55,12,student,school,pencil|eraser|notebook
188,2024-01-28 19:10:57,7,student,books,book|bookmark|eraser
189,2024-07-03 13:26:24,11,student,mixed,book|notebook|pen
190,2024-06-22 13:56:06,6,casual_reader,gift,novel|bookmark|gift_wrap
191,2024-12-12 20:32:21,10,casual_reader,books,book|bookmark
192,2024-11-30 10:56:11,4,student,stationery,notebook|pen|highlighter
193,2024-09-26 23:31:42,1,office_worker,gift,novel|bookmark|gift_wrap
194,2024-09-11 02:30:31,7,student,study_set,textbook|notebook|highlighter
195,2024-01-09 13:25:39,10,student,office,planner|pen
196,2024-02-13 06:41:55,3,casual_reader,study_set,textbook|notebook|highlighter
197,2024-04-08 09:59:02,11,student,notes,sticky_notes|pen|notebook
198,2024-01-31 20:18:37,10,student,journaling,diary|pen
199,2024-08-11 01:50:31,8,student,study_set,textbook|notebook|highlighter
200,2024-05-29 14:55:40,1,student,office,planner|pen
201,2024-04-18 22:01:20,9,casual_reader,gift,novel|bookmark|gift_wrap|eraser
202,2024-02-16 05:20:48,8,office_worker,stationery,notebook|pen|highlighter
203,2024-05-13 03:13:48,7,student,books,book|bookmark|eraser
204,2024-05-20 14:44:43,6,student,notes,sticky_notes|pen|notebook
205,2024-09-01 10:22:50,6,student,reading,novel|book
206,2024-12-20 11:40:37,1,office_worker,books,book|bookmark
207,2024-01-19 11:08:03,10,student,office,planner|pen|bookmark
208,2024-08-20 21:58:11,9,student,gift,novel|bookmark|gift_wrap
209,2024-07-02 22:37:49,3,student,journaling,diary|pen|eraser
210,2024-07-03 07:28:58,1,office_worker,mixed,book|notebook|pen|bookmark
211,2024-10-28 13:54:22,12,student,books,book|bookmark
212,2024-05-16 03:45:30,4,casual_reader,books,book|bookmark|eraser
213,2024-07-30 08:35:51,12,casual_reader,stationery,notebook|pen|highlighter|sticky_notes
214,2024-01-19 04:05:58,8,casual_reader,journaling,diary|pen
215,2024-10-24 10:38:09,3,student,books,book|bookmark|sticky_notes|highlighter
216,2024-11-08 19:45:57,5,casual_reader,school,pencil|eraser|notebook
217,2024-10-08 22:27:23,11,student,office,planner|pen|book
218,2024-09-16 00:02:43,10,student,office,planner|pen
219,2024-07-28 03:28:01,7,office_worker,study_set,textbook|notebook|highlighter
220,2024-04-09 23:16:25,12,student,mixed,book|notebook|pen
221,2024-05-02 12:43:33,1,student,office,planner|pen|eraser
222,2024-08-30 17:06:43,11,office_worker,study_set,textbook|notebook|highlighter|bookmark
223,2024-06-24 00:28:47,9,student,gift,novel|bookmark|gift_wrap
224,2024-01-12 19:16:53,9,student,reading,novel|book
225,2024-05-08 19:21:20,11,student,books,book|bookmark
226,2024-04-28 11:12:39,11,student,mixed,book|notebook|pen|bookmark
227,2024-06-06 16:19:04,10,casual_reader,notes,sticky_notes|pen|notebook
228,2024-02-21 17:55:09,8,student,office,planner|pen
229,2024-03-31 04:54:09,9,office_worker,books,book|bookmark
230,2024-01-31 13:38:54,9,office_worker,office,planner|pen|eraser
231,2024-02-29 10:50:44,3,student,study_set,textbook|notebook|highlighter
232,2024-09-27 22:31:11,9,student,reading,novel|book|bookmark|highlighter
233,2024-12-01 21:02:06,4,student,office,planner|pen
234,2024-04-11 12:12:39,2,student,books,book|bookmark|eraser
235,2024-10-20 18:34:32,7,office_worker,journaling,diary|pen
236,2024-10-09 14:21:11,4,student,books,book|bookmark
237,2024-03-29 14:43:18,9,casual_reader,notes,sticky_notes|pen|notebook
238,2024-08-25 01:17:52,4,student,school,pencil|eraser|notebook
239,2024-03-25 15:59:46,2,office_worker,study_set,textbook|notebook|highlighter
240,2024-11-18 20:51:59,2,office_worker,notes,sticky_notes|pen|notebook
241,2024-10-19 05:51:46,5,student,stationery,notebook|pen|highlighter
242,2024-12-12 16:20:11,7,office_worker,stationery,notebook|pen|highlighter
243,2024-10-04 02:42:29,4,casual_reader,stationery,notebook|pen|highlighter
244,2024-01-04 19:47:50,12,student,journaling,diary|pen
245,2024-09-17 11:32:46,8,casual_reader,school,pencil|eraser|notebook|bookmark
246,2024-12-22 18:34:35,10,student,study_set,textbook|notebook|highlighter
247,2024-04-11 19:14:06,11,student,school,pencil|eraser|notebook
248,2024-11-10 21:21:07,5,student,stationery,notebook|pen|highlighter
249,2024-08-05 20:37:00,8,student,books,book|bookmark|eraser
250,2024-11-19 13:27:14,8,student,journaling,diary|pen|eraser|book
251,2024-10-25 22:29:41,6,student,books,book|bookmark
252,2024-08-14 16:35:30,5,student,books,book|bookmark
253,2024-06-09 18:40:57,4,student,stationery,notebook|pen|highlighter|bookmark
254,2024-08-13 16:51:51,6,student,school,pencil|eraser|notebook
255,2024-02-06 17:17:47,8,office_worker,study_set,textbook|notebook|highlighter|bookmark
256,2024-10-06 16:32:40,6,casual_reader,gift,novel|bookmark|gift_wrap
257,2024-06-27 20:43:30,9,office_worker,books,book|bookmark|eraser
258,2024-09-28 11:33:36,8,casual_reader,books,book|bookmark
259,2024-11-08 23:52:46,10,student,office,planner|pen|eraser
260,2024-07-22 19:33:01,9,student,mixed,book|notebook|pen
261,2024-06-30 11:41:15,2,student,office,planner|pen
262,2024-07-07 13:19:30,1,student,mixed,book|notebook|pen
263,2024-05-03 08:26:11,10,student,office,planner|pen
264,2024-06-30 05:04:33,8,office_worker,books,book|bookmark
265,2024-11-23 00:33:08,2,office_worker,stationery,notebook|pen|highlighter
266,2024-06-22 15:02:36,9,student,books,book|bookmark|highlighter
267,2024-03-09 13:19:46,5,office_worker,reading,novel|book
268,2024-08-06 17:54:58,2,casual_reader,books,book|bookmark
269,2024-04-08 19:22:26,5,casual_reader,journaling,diary|pen
270,2024-08-14 00:19:46,3,student,mixed,book|notebook|pen|bookmark
271,2024-03-22 00:57:09,1,office_worker,notes,sticky_notes|pen|notebook
272,2024-03-13 05:08:16,8,office_worker,study_set,textbook|notebook|highlighter|bookmark
273,2024-09-26 23:44:45,2,student,journaling,diary|pen
274,2024-04-13 03:42:25,12,office_worker,stationery,notebook|pen|highlighter
275,2024-07-01 08:50:20,6,casual_reader,books,book|bookmark
276,2024-09-10 22:46:51,1,student,mixed,book|notebook|pen
277,2024-02-23 02:58:20,10,student,office,planner|pen|bookmark
278,2024-03-22 03:55:51,8,student,office,planner|pen
279,2024-03-11 18:37:08,3,office_worker,mixed,book|notebook|pen
280,2024-11-08 20:14:29,4,office_worker,notes,sticky_notes|pen|notebook
281,2024-07-18 03:40:10,12,casual_reader,study_set,textbook|notebook|highlighter
282,2024-02-11 11:39:10,11,student,notes,sticky_notes|pen|notebook
283,2024-06-29 11:50:41,11,student,study_set,textbook|notebook|highlighter
284,2024-07-06 03:51:11,11,casual_reader,office,planner|pen
285,2024-09-05 23:45:55,3,student,school,pencil|eraser|notebook
286,2024-08-21 03:30:52,5,student,school,pencil|eraser|notebook
287,2024-05-09 11:02:01,2,casual_reader,books,book|bookmark
288,2024-01-07 15:31:29,10,student,mixed,book|notebook|pen
289,2024-11-15 08:25:53,12,casual_reader,reading,novel|book
290,2024-04-09 23:59:55,6,student,stationery,notebook|pen|highlighter
291,2024-05-26 10:38:30,1,student,gift,novel|bookmark|gift_wrap|book
292,2024-01-17 06:35:37,10,student,journaling,diary|pen
293,2024-11-15 06:26:34,7,student,stationery,notebook|pen|highlighter|eraser
294,2024-03-09 13:12:56,1,student,school,pencil|eraser|notebook
295,2024-05-25 01:43:00,1,student,reading,novel|book|bookmark
296,2024-10-02 16:36:32,5,student,stationery,notebook|pen|highlighter
297,2024-03-01 21:49:02,4,office_worker,stationery,notebook|pen|highlighter
298,2024-07-03 10:55:35,3,student,mixed,book|notebook|pen
299,2024-02-08 11:07:32,4,student,mixed,book|notebook|pen
300,2024-06-09 08:19:57,5,student,school,pencil|eraser|notebook
301,2024-10-01 01:41:52,1,student,journaling,diary|pen
302,2024-05-27 21:38:56,6,office_worker,journaling,diary|pen
303,2024-10-21 06:26:44,1,student,office,planner|pen|bookmark
304,2024-02-12 18:34:34,7,student,study_set,textbook|notebook|highlighter
305,2024-04-03 17:58:46,1,student,gift,novel|bookmark|gift_wrap|eraser
306,2024-11-07 08:34:14,4,office_worker,journaling,diary|pen|eraser
307,2024-02-24 23:53:48,7,casual_reader,journaling,diary|pen
308,2024-08-17 11:17:13,10,office_worker,journaling,diary|pen|highlighter
309,2024-12-16 13:28:59,3,office_worker,notes,sticky_notes|pen|notebook|eraser
310,2024-04-22 16:30:05,12,casual_reader,school,pencil|eraser|notebook
311,2024-01-23 09:26:32,12,student,books,book|bookmark
312,2024-05-19 10:37:51,7,casual_reader,office,planner|pen|eraser
313,2024-06-19 04:36:13,4,casual_reader,reading,novel|book
314,2024-11-29 19:30:24,8,office_worker,books,book|bookmark
315,2024-08-10 13:40:00,5,student,school,pencil|eraser|notebook
316,2024-09-02 18:39:37,10,student,books,book|bookmark
317,2024-09-06 13:33:04,1,office_worker,gift,novel|bookmark|gift_wrap
318,2024-03-03 21:39:04,4,casual_reader,notes,sticky_notes|pen|notebook
319,2024-10-10 04:48:54,6,casual_reader,journaling,diary|pen
320,2024-07-06 02:58:54,12,student,stationery,notebook|pen|highlighter
321,2024-12-24 14:57:23,11,student,notes,sticky_notes|pen|notebook
322,2024-07-13 20:17:55,8,casual_reader,reading,novel|book
323,2024-11-20 08:58:45,11,office_worker,notes,sticky_notes|pen|notebook|bookmark
324,2024-02-14 12:25:13,10,casual_reader,gift,novel|bookmark|gift_wrap
325,2024-05-23 22:14:10,1,student,school,pencil|eraser|notebook|sticky_notes
326,2024-08-12 07:05:57,11,casual_reader,books,book|bookmark
327,2024-03-20 12:40:07,11,casual_reader,school,pencil|eraser|notebook
328,2024-12-09 10:36:13,1,student,books,book|bookmark
329,2024-12-27 07:22:45,12,student,books,book|bookmark
330,2024-10-18 11:48:35,10,office_worker,office,planner|pen
331,2024-08-20 02:19:13,12,office_worker,notes,sticky_notes|pen|notebook
332,2024-11-27 14:44:34,8,casual_reader,notes,sticky_notes|pen|notebook
333,2024-06-21 23:17:01,2,casual_reader,gift,novel|bookmark|gift_wrap
334,2024-02-12 20:04:48,5,office_worker,gift,novel|bookmark|gift_wrap
335,2024-05-26 14:06:46,11,office_worker,office,planner|pen
336,2024-07-29 15:56:24,4,student,notes,sticky_notes|pen|notebook
337,2024-11-24 07:07:27,12,student,office,planner|pen
338,2024-07-12 12:14:06,11,office_worker,study_set,textbook|notebook|highlighter
339,2024-12-03 22:47:40,10,casual_reader,school,pencil|eraser|notebook
340,2024-01-06 18:52:31,11,casual_reader,journaling,diary|pen|eraser
341,2024-05-14 07:34:46,10,student,journaling,diary|pen
342,2024-08-17 04:19:09,10,casual_reader,stationery,notebook|pen|highlighter|bookmark
343,2024-11-30 03:58:31,10,student,reading,novel|book
344,2024-05-12 03:37:49,8,student,stationery,notebook|pen|highlighter
345,2024-06-05 10:15:14,4,student,mixed,book|notebook|pen
346,2024-09-23 23:36:30,4,casual_reader,reading,novel|book|bookmark
347,2024-10-28 00:20:39,1,student,gift,novel|bookmark|gift_wrap
348,2024-10-18 10:44:31,6,student,reading,novel|book|bookmark
349,2024-07-06 06:17:17,10,student,books,book|bookmark
350,2024-01-29 13:39:04,3,office_worker,mixed,book|notebook|pen
351,2024-07-09 06:35:28,8,office_worker,stationery,notebook|pen|highlighter
352,2024-05-25 18:57:56,11,office_worker,office,planner|pen
353,2024-10-06 11:10:40,5,office_worker,notes,sticky_notes|pen|notebook
354,2024-08-15 00:05:18,4,student,mixed,book|notebook|pen
355,2024-12-24 22:40:48,5,casual_reader,mixed,book|notebook|pen
356,2024-07-02 18:36:37,6,student,books,book|bookmark
357,2024-09-17 01:59:08,5,casual_reader,gift,novel|bookmark|gift_wrap
358,2024-12-13 03:38:06,11,student,school,pencil|eraser|notebook
359,2024-06-10 09:10:39,1,office_worker,office,planner|pen|highlighter
360,2024-02-22 19:22:18,3,student,stationery,notebook|pen|highlighter|bookmark|eraser
361,2024-01-02 20:13:09,12,student,journaling,diary|pen
362,2024-07-11 15:48:29,7,student,journaling,diary|pen|highlighter
363,2024-11-08 16:29:55,12,student,gift,novel|bookmark|gift_wrap
364,2024-05-09 00:15:12,5,office_worker,gift,novel|bookmark|gift_wrap
365,2024-07-16 05:59:31,1,student,gift,novel|bookmark|gift_wrap|eraser
366,2024-09-29 08:30:45,10,casual_reader,school,pencil|eraser|notebook
367,2024-12-08 23:02:12,4,office_worker,notes,sticky_notes|pen|notebook
368,2024-12-06 19:36:10,7,student,books,book|bookmark
369,2024-03-01 06:41:53,3,student,stationery,notebook|pen|highlighter|eraser
370,2024-04-02 23:21:09,12,casual_reader,stationery,notebook|pen|highlighter
371,2024-11-18 06:39:07,8,student,office,planner|pen
372,2024-02-28 05:38:45,6,student,journaling,diary|pen|bookmark
373,2024-07-30 15:46:40,11,office_worker,reading,novel|book
374,2024-10-03 19:48:26,7,student,mixed,book|notebook|pen
375,2024-05-29 19:34:12,2,student,gift,novel|bookmark|gift_wrap
376,2024-05-31 20:24:43,1,office_worker,notes,sticky_notes|pen|notebook
377,2024-04-23 13:34:00,8,student,books,book|bookmark
378,2024-07-28 15:06:56,3,student,reading,novel|book
379,2024-10-19 15:35:28,10,casual_reader,stationery,notebook|pen|highlighter|bookmark|book
380,2024-01-05 09:32:07,7,student,reading,novel|book|sticky_notes
381,2024-10-27 05:11:01,8,office_worker,school,pencil|eraser|notebook
382,2024-07-21 20:25:04,5,student,gift,novel|bookmark|gift_wrap
383,2024-02-09 06:54:27,8,casual_reader,office,planner|pen
384,2024-11-17 04:55:58,1,office_worker,study_set,textbook|notebook|highlighter
385,2024-03-01 11:19:28,4,student,mixed,book|notebook|pen
386,2024-04-21 10:18:09,3,student,office,planner|pen
387,2024-10-02 02:32:09,11,casual_reader,stationery,notebook|pen|highlighter
388,2024-09-16 05:27:46,4,student,stationery,notebook|pen|highlighter
389,2024-07-18 14:45:00,7,casual_reader,school,pencil|eraser|notebook
390,2024-02-18 07:41:48,12,student,books,book|bookmark
391,2024-02-29 13:08:36,9,office_worker,journaling,diary|pen|sticky_notes
392,2024-06-06 03:33:31,7,casual_reader,office,planner|pen|sticky_notes
393,2024-12-22 19:49:19,8,office_worker,reading,novel|book
394,2024-06-10 10:30:20,4,student,notes,sticky_notes|pen|notebook
395,2024-02-20 15:52:58,6,casual_reader,school,pencil|eraser|notebook
396,2024-02-12 17:23:18,2,office_worker,journaling,diary|pen|eraser
397,2024-04-22 00:04:38,3,office_worker,gift,novel|bookmark|gift_wrap
398,2024-12-01 00:07:41,2,office_worker,gift,novel|bookmark|gift_wrap
399,2024-05-24 17:31:07,7,casual_reader,journaling,diary|pen
400,2024-04-09 03:33:15,11,student,study_set,textbook|notebook|highlighter|bookmark
401,2024-03-26 01:13:02,1,office_worker,school,pencil|eraser|notebook
402,2024-03-07 06:31:07,5,student,office,planner|pen
403,2024-05-22 23:58:27,2,student,study_set,textbook|notebook|highlighter
